Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Computers & Electronics,Printer,Ricoh SP 3710DN,I131,CAT001,,,,,,PO794,Jason Barnes,US060,Watkins and Sons,SUP041,3/20/2024,4/1/2024,6,248.08,1488.48,CC86,GL15800,USD,Cathy Brown,1600000,1596435.82,Finance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Ricoh SP 3710DN is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 35 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 500-sheet tray, automatic duplex printing."
Presentation Equipment,Projector,LG HU80KA 4K UHD,I107,CAT015,,,,,,PO795,Natalie Powers,US007,"Martinez, Gordon and Allen",SUP055,4/4/2024,4/11/2024,9,145.46,1309.14,CC85,GL15700,USD,Cathy Brown,900000,890734.68,Finance,Employee,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The LG HU80KA 4K UHD is a compact and versatile projector designed for home entertainment. It offers 4K resolution, HDR support, and a wide range of connectivity options.","Specs: 2,500 lumens, 3840x2160 resolution, HDR support, webOS smart platform, HDMI/USB inputs."
Computers & Electronics,Printer,Canon PIXMA TR4520,I123,CAT002,,,,,,PO796,Dominique Brown,US022,Sanders-Callahan,SUP042,5/30/2024,6/19/2024,12,253.5,3042,CC98,GL17000,USD,Alice Johnson,1800000,1793658.36,Assembly,Employee,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Canon PIXMA TR4520 is an all-in-one inkjet printer designed for home and small office use. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/USB connectivity, 100-sheet tray, LCD display."
Networking Devices,Switch,HP ProCurve 1820-8G,I137,CAT002,,,,,,PO797,Wanda Davis,US023,Sanders-Callahan,SUP042,3/20/2024,4/2/2024,7,301.17,2108.19,CC99,GL17100,USD,Alice Johnson,7500000,7499423.62,Assembly,Department Head,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The HP ProCurve 1820-8G is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 65W PoE budget, web-based management, Layer 2 switching."
Networking Devices,Switch,MikroTik CRS305-1G-4S+IN,I140,CAT012,,,,,,PO798,Karen Fowler,US005,Johnson and Sons,SUP052,4/1/2024,4/14/2024,14,104.18,1458.52,CC83,GL15400,USD,John Doe,5000000,4998633.18,Maintenance,Procurement Manager,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The MikroTik CRS305-1G-4S+IN is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced routing and management features, PoE support, and reliable performance.","Specs: 5 Gigabit Ethernet ports, 4 PoE ports, 57W PoE budget, RouterOS Level 5 license, Layer 3 switching."
Office Furniture,Office Chair,Sihoo Ergonomic Office Chair,I091,CAT001,,,,,,PO799,Jason Bishop,US030,Watkins and Sons,SUP041,4/24/2024,5/11/2024,10,269.95,2699.5,CC100,GL17200,USD,Bob Lee,1500000,1499058.4,Production,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Sihoo Ergonomic Office Chair is a budget-friendly option that offers ergonomic features for long-term comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, tilt mechanism, height adjustment, padded seat."
Computers & Electronics,Desktop Computer,Intel NUC 10 Performance Kit,I121,CAT008,,,,,,PO800,Christine Decker,US021,Walters-Baldwin,SUP048,1/7/2024,1/21/2024,2,54.14,108.28,CC94,GL16600,USD,Henry Hall,170000,168934.94,Marketing,Employee,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Intel NUC 10 Performance Kit is a compact and powerful mini PC designed for versatile computing tasks. It offers high performance in a small form factor, making it ideal for home or office use.","Specs: Intel Core i7 CPU, up to 64GB RAM, up to 2TB SSD, Intel Iris Plus Graphics, Windows 10."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT010,,,,,,PO801,Robert May,US057,Thompson-Lopez,SUP050,2/26/2024,3/9/2024,4,164.37,657.48,CC86,GL15800,USD,Cathy Brown,1600000,1597309.96,Finance,Employee,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Office Furniture,Conference Table,OFM Core Collection Table,I100,CAT010,,,,,,PO802,Kelly Roberts,US065,Thompson-Lopez,SUP050,1/4/2024,2/2/2024,17,76.19,1295.23,CC92,GL16400,USD,Henry Hall,1300000,1297038.43,Marketing,Employee,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,The OFM Core Collection Table is a versatile and affordable conference table suitable for various office settings. It features a laminate surface and a sturdy metal frame,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, easy assembly."
Presentation Equipment,Projector,Optoma UHD50X,I105,CAT013,,,,,,PO803,Mary Clay,US098,Walters-Roberts,SUP053,2/5/2024,3/5/2024,17,224.44,3815.48,CC89,GL16100,USD,Grace Moore,8500000,8481975.07,Warehouse,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The Optoma UHD50X is a 4K UHD home theater projector designed for cinematic experiences. It features high brightness, HDR support, and advanced image processing for stunning visuals.","Specs: 3,400 lumens, 3840x2160 resolution, HDR support, 500,000:1 contrast ratio, vertical lens shift."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT013,,,,,,PO804,Andrew Parrish,US031,Walters-Roberts,SUP053,1/19/2024,1/22/2024,6,210.32,1261.92,CC94,GL16600,USD,Henry Hall,170000,166878.5,Marketing,Procurement Manager,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Computers & Electronics,Printer,Xerox B210,I126,CAT008,,,,,,PO805,Renee Colon,US077,Walters-Baldwin,SUP048,1/6/2024,1/19/2024,3,101.83,305.49,CC94,GL16600,USD,Henry Hall,170000,168205.34,Marketing,Procurement Manager,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional."
Office Furniture,Office Chair,Herman Miller Aeron Chair,I082,CAT003,,,,,,PO806,Selena Ritter,US018,Klein-Morse,SUP043,5/20/2024,6/3/2024,10,241.23,2412.3,CC80,GL15500,USD,John Doe,100000,99007.4,Maintenance,Employee,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter."
Office Furniture,Conference Table,Flash Furniture 6-Foot Bi-Fold Table,I094,CAT001,,,,,,PO807,April Brown,US081,Watkins and Sons,SUP041,1/30/2024,2/12/2024,13,286.91,3729.83,CC88,GL16000,USD,Grace Moore,11000000,10998658.14,Warehouse,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle."
Computers & Electronics,Printer,Brother HL-L2350DW,I124,CAT001,,,,,,PO808,Larry Patton,US089,Watkins and Sons,SUP041,2/27/2024,3/16/2024,5,67.48,337.4,CC103,GL17400,USD,Bob Lee,1900000,1897370.65,Production,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Brother HL-L2350DW is a compact and efficient monochrome laser printer designed for home and small office use. It offers fast printing speeds, wireless connectivity, and high-quality output.","Specs: Up to 32 ppm, 2400x600 dpi, wireless/USB connectivity, 250-sheet tray, automatic duplex printing."
Computers & Electronics,Desktop Computer,Intel NUC 10 Performance Kit,I121,CAT006,,,,,,PO809,Linda Hansen,US034,Higgins-Rivera,SUP046,4/7/2024,4/18/2024,14,282.54,3955.56,CC82,GL15300,USD,John Doe,1500000,1492544.58,Maintenance,Employee,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Intel NUC 10 Performance Kit is a compact and powerful mini PC designed for versatile computing tasks. It offers high performance in a small form factor, making it ideal for home or office use.","Specs: Intel Core i7 CPU, up to 64GB RAM, up to 2TB SSD, Intel Iris Plus Graphics, Windows 10."
Office Furniture,Office Chair,Steelcase Leap Chair,I083,CAT004,,,,,,PO810,Joanne Walker,US054,Andrews-Ferguson,SUP044,4/10/2024,5/9/2024,12,85.9,1030.8,CC100,GL17200,USD,Bob Lee,1500000,1498845.24,Production,Employee,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The Steelcase Leap Chair is an ergonomic office chair designed for all-day comfort. It features a flexible back and seat, adjustable lumbar support, and a recline mechanism that responds to your body weight and movements.","Specs: LiveBack technology, natural glide system, adjustable lumbar support, 4D armrests, adjustable seat depth."
Office Furniture,Office Chair,Humanscale Freedom Chair,I087,CAT003,,,,,,PO811,Dominique Brown,US022,Klein-Morse,SUP043,1/12/2024,1/23/2024,15,147.14,2207.1,CC96,GL16800,USD,Alice Johnson,1400000,1398619.7,Assembly,Employee,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The Humanscale Freedom Chair is a high-end ergonomic office chair that automatically adjusts to your body movements. It features a self-adjusting recline mechanism, adjustable armrests, and a pivoting backrest.","Specs: Self-adjusting recline, pivoting backrest, adjustable armrests, weight-sensitive recline, gel-based cushions."
Office Furniture,Office Chair,Secretlab Omega Series,I085,CAT006,,,,,,PO812,Erin Ibarra,US027,Higgins-Rivera,SUP046,5/4/2024,5/13/2024,6,288.99,1733.94,CC92,GL16400,USD,Henry Hall,1300000,1299423.52,Marketing,Department Head,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Secretlab Omega Series is a premium gaming chair designed for extended gaming sessions. It features a high-density cold-cure foam cushion, adjustable lumbar support, and a multi-tilt mechanism for customized recline.","Specs: Cold-cure foam cushion, 4D armrests, multi-tilt mechanism, lumbar support, memory foam headrest."
Networking Devices,Switch,Cisco Catalyst 2960-X Series,I132,CAT010,,,,,,PO813,Jill Walls,US012,Thompson-Lopez,SUP050,4/1/2024,4/22/2024,16,152.91,2446.56,CC91,GL16300,USD,Grace Moore,5500000,5498667.04,Warehouse,Procurement Manager,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The Cisco Catalyst 2960-X Series is a high-performance, enterprise-grade Ethernet switch designed for robust and secure network connectivity. It offers advanced features, scalability, and comprehensive security capabilities.","Specs: 24/48 Gigabit Ethernet ports, PoE+ support, stacking capability, IPv6 support, advanced QoS."
Office Furniture,Office Chair,Ergohuman High Back Swivel Chair,I086,CAT009,,,,,,PO814,Amy Burton,US040,"Anderson, Schultz and Cook",SUP049,1/8/2024,1/14/2024,11,242.59,2668.49,CC84,GL15600,USD,Cathy Brown,1200000,1198937.07,Finance,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,"The Ergohuman High Back Swivel Chair is an ergonomic office chair designed for superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Office Furniture,Conference Table,Tribesigns Modern Conference Table,I093,CAT015,,,,,,PO815,Natalie Powers,US007,"Martinez, Gordon and Allen",SUP055,2/7/2024,2/28/2024,4,123.15,492.6,CC84,GL15600,USD,Cathy Brown,1200000,1199564.32,Finance,Employee,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The Tribesigns Modern Conference Table is a contemporary conference table with a sleek and minimalist design. It features a durable metal frame and a tempered glass top for a modern look.,"Specs: Dimensions: 63"" L x 32"" W x 29.5"" H, tempered glass top, metal frame, easy assembly."
Office Furniture,Office Chair,La-Z-Boy Delano,I090,CAT001,,,,,,PO816,Mrs. Tiffany Ho,US063,Watkins and Sons,SUP041,5/24/2024,6/17/2024,15,216.25,3243.75,CC88,GL16000,USD,Grace Moore,11000000,10998647.6,Warehouse,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The La-Z-Boy Delano is a stylish and comfortable office chair designed for executive workspaces. It features a padded leather upholstery, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Leather upholstery, adjustable lumbar support, tilt mechanism, height adjustment, padded armrests."
Office Furniture,Conference Table,National Public Seating Table,I098,CAT015,,,,,,PO817,Ms. Yvette Collins,US028,"Martinez, Gordon and Allen",SUP055,2/10/2024,2/27/2024,6,235.74,1414.44,CC88,GL16000,USD,Grace Moore,11000000,10999230.32,Warehouse,Department Head,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The National Public Seating Table is a versatile and durable conference table suitable for various settings. It features a laminate surface and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29"" H, laminate surface, metal frame, easy assembly."
Office Furniture,Office Chair,La-Z-Boy Delano,I090,CAT012,,,,,,PO818,Jennifer Hernandez,US024,Johnson and Sons,SUP052,2/23/2024,3/23/2024,14,279.38,3911.32,CC96,GL16800,USD,Alice Johnson,1400000,1398737.76,Assembly,Department Head,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The La-Z-Boy Delano is a stylish and comfortable office chair designed for executive workspaces. It features a padded leather upholstery, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Leather upholstery, adjustable lumbar support, tilt mechanism, height adjustment, padded armrests."
Computers & Electronics,Printer,Lexmark MB3442adw,I127,CAT015,,,,,,PO819,Carolyn Conner,US076,"Martinez, Gordon and Allen",SUP055,4/5/2024,4/21/2024,19,81.11,1541.09,CC94,GL16600,USD,Henry Hall,170000,159558.93,Marketing,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The Lexmark MB3442adw is a versatile all-in-one monochrome laser printer designed for small and medium businesses. It offers fast printing, scanning, copying, and faxing capabilities, along with wireless connectivity and duplex printing.","Specs: Up to 42 ppm, 1200x1200 dpi, wireless/Ethernet connectivity, 250-sheet tray, automatic duplex printing."
Office Furniture,Conference Table,Mayline Aberdeen Series Table,I101,CAT009,,,,,,PO820,Mary Clay,US098,"Anderson, Schultz and Cook",SUP049,3/24/2024,3/31/2024,19,246.96,4692.24,CC88,GL16000,USD,Grace Moore,11000000,10997830.2,Warehouse,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,"The Mayline Aberdeen Series Table is a high-end conference table designed for executive offices. It features a solid wood construction, a rich finish, and built-in cable management.","Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system."
Computers & Electronics,Printer,Ricoh SP 3710DN,I131,CAT014,,,,,,PO821,Justin Baldwin,US087,"Stone, Roberts and Peterson",SUP054,1/8/2024,1/15/2024,15,90.47,1357.05,CC86,GL15800,USD,Cathy Brown,1600000,1591089.55,Finance,Procurement Manager,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Ricoh SP 3710DN is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 35 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 500-sheet tray, automatic duplex printing."
Presentation Equipment,Projector,Epson Home Cinema 4010,I111,CAT014,,,,,,PO822,Nancy Collins,US048,"Stone, Roberts and Peterson",SUP054,3/7/2024,3/26/2024,16,106.35,1701.6,CC89,GL16100,USD,Grace Moore,8500000,8482155.68,Warehouse,Department Head,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Epson Home Cinema 4010 is a 4K PRO-UHD projector designed for home theaters. It offers HDR support, advanced image processing, and a high contrast ratio for an immersive viewing experience.","Specs: 2,400 lumens, 4K PRO-UHD resolution, HDR support, 200,000:1 contrast ratio, HDMI/USB inputs."
Computers & Electronics,Printer,Samsung Xpress M2020W,I128,CAT008,,,,,,PO823,Wanda Davis,US023,Walters-Baldwin,SUP048,3/31/2024,4/22/2024,11,201.95,2221.45,CC98,GL17000,USD,Alice Johnson,1800000,1794346.33,Assembly,Department Head,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Samsung Xpress M2020W is a compact and affordable monochrome laser printer designed for home and small office use. It offers wireless connectivity, fast printing speeds, and high-quality output.","Specs: Up to 21 ppm, 1200x1200 dpi, wireless/USB connectivity, 150-sheet tray, manual duplex printing."
Computers & Electronics,Printer,Samsung Xpress M2020W,I128,CAT006,,,,,,PO824,Jenny Kennedy,US080,Higgins-Rivera,SUP046,5/24/2024,5/31/2024,19,291.13,5531.47,CC103,GL17400,USD,Bob Lee,1900000,1890234.57,Production,Department Head,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Samsung Xpress M2020W is a compact and affordable monochrome laser printer designed for home and small office use. It offers wireless connectivity, fast printing speeds, and high-quality output.","Specs: Up to 21 ppm, 1200x1200 dpi, wireless/USB connectivity, 150-sheet tray, manual duplex printing."
Networking Devices,Switch,MikroTik CRS305-1G-4S+IN,I140,CAT007,,,,,,PO825,Sara White,US056,Moore-Williams,SUP047,2/8/2024,2/26/2024,13,199.82,2597.66,CC99,GL17100,USD,Alice Johnson,7500000,7498730.81,Assembly,Procurement Manager,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The MikroTik CRS305-1G-4S+IN is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced routing and management features, PoE support, and reliable performance.","Specs: 5 Gigabit Ethernet ports, 4 PoE ports, 57W PoE budget, RouterOS Level 5 license, Layer 3 switching."
Office Furniture,Conference Table,Safco Products Medina Table,I099,CAT009,,,,,,PO826,Jessica Foley,US052,"Anderson, Schultz and Cook",SUP049,5/25/2024,6/20/2024,7,75.62,529.34,CC88,GL16000,USD,Grace Moore,11000000,10998638.99,Warehouse,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,The Safco Products Medina Table is a contemporary conference table with a sleek design. It features a tempered glass top and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, tempered glass top, metal frame, cable management system."
Office Furniture,Office Chair,Autonomous ErgoChair 2,I088,CAT002,,,,,,PO827,Haley Anderson,US058,Sanders-Callahan,SUP042,5/31/2024,6/25/2024,2,225.35,450.7,CC84,GL15600,USD,Cathy Brown,1200000,1199807.04,Finance,Employee,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Autonomous ErgoChair 2 is an affordable ergonomic office chair with a range of adjustments for customized comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back and seat, adjustable lumbar support, tilt mechanism, height adjustment, adjustable armrests."
Computers & Electronics,Desktop Computer,Microsoft Surface Studio 2,I117,CAT008,,,,,,PO828,Jason Bishop,US030,Walters-Baldwin,SUP048,2/25/2024,3/3/2024,14,207.6,2906.4,CC103,GL17400,USD,Bob Lee,1900000,1890761.4,Production,Procurement Manager,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Microsoft Surface Studio 2 is a powerful and innovative all-in-one desktop computer designed for creative professionals. It features a stunning display, advanced pen and touch capabilities, and high-performance components.","Specs: Intel Core i7 CPU, up to 32GB RAM, up to 2TB SSD, 28"" PixelSense Display, Surface Pen and Dial."
Networking Devices,Switch,Netgear GS105NA,I133,CAT006,,,,,,PO829,Nathan Young,US036,Higgins-Rivera,SUP046,1/28/2024,1/30/2024,2,303.05,606.1,CC91,GL16300,USD,Grace Moore,5500000,5499830.02,Warehouse,Employee,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT010,,,,,,PO830,Andre Glenn,US009,Thompson-Lopez,SUP050,1/21/2024,1/24/2024,17,112.09,1905.53,CC90,GL16200,USD,Grace Moore,1550000,1541155.75,Warehouse,Procurement Manager,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT013,,,,,,PO831,Zachary Ruiz,US004,Walters-Roberts,SUP053,3/27/2024,4/1/2024,9,284.59,2561.31,CC94,GL16600,USD,Henry Hall,170000,163947.41,Marketing,Department Head,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT004,,,,,,PO832,Emily Edwards,US084,Andrews-Ferguson,SUP044,2/28/2024,3/12/2024,2,273.75,547.5,CC94,GL16600,USD,Henry Hall,170000,168959.5,Marketing,Employee,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Office Furniture,Office Chair,IKEA Markus,I089,CAT012,,,,,,PO833,Christine Decker,US021,Johnson and Sons,SUP052,3/20/2024,4/19/2024,7,135.15,946.05,CC92,GL16400,USD,Henry Hall,1300000,1299312.25,Marketing,Employee,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests."
Computers & Electronics,Printer,HP LaserJet Pro M404dn,I122,CAT010,,,,,,PO834,Joe Meyer,US033,Thompson-Lopez,SUP050,3/27/2024,4/22/2024,7,88.42,618.94,CC103,GL17400,USD,Bob Lee,1900000,1896060.26,Production,Employee,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The HP LaserJet Pro M404dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and convenient connectivity options.","Specs: Up to 40 ppm, 1200x1200 dpi, automatic duplex printing, Ethernet/USB connectivity, 250-sheet tray."
Networking Devices,Switch,HP ProCurve 1820-8G,I137,CAT014,,,,,,PO835,Jill Walls,US012,"Stone, Roberts and Peterson",SUP054,1/16/2024,2/9/2024,2,87.68,175.36,CC91,GL16300,USD,Grace Moore,5500000,5499835.32,Warehouse,Procurement Manager,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The HP ProCurve 1820-8G is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 65W PoE budget, web-based management, Layer 2 switching."
Office Furniture,Conference Table,OFM Core Collection Table,I100,CAT002,,,,,,PO836,Elizabeth Hunter,US015,Sanders-Callahan,SUP042,2/9/2024,2/12/2024,5,214.9,1074.5,CC84,GL15600,USD,Cathy Brown,1200000,1199128.95,Finance,Procurement Manager,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,The OFM Core Collection Table is a versatile and affordable conference table suitable for various office settings. It features a laminate surface and a sturdy metal frame,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, easy assembly."
Office Furniture,Office Chair,HON Ignition 2.0,I084,CAT006,,,,,,PO837,Kyle Evans,US046,Higgins-Rivera,SUP046,1/30/2024,2/20/2024,4,197.19,788.76,CC80,GL15500,USD,John Doe,100000,99623.76,Maintenance,Department Head,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The HON Ignition 2.0 is a mesh office chair that combines comfort and style. It features a breathable mesh back, adjustable lumbar support, and synchro-tilt control for customized support.","Specs: Mesh back and seat, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Office Furniture,Conference Table,OFM Core Collection Table,I100,CAT006,,,,,,PO838,Karen Casey,US074,Higgins-Rivera,SUP046,4/4/2024,4/9/2024,20,242.35,4847,CC92,GL16400,USD,Henry Hall,1300000,1296515.8,Marketing,Department Head,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,The OFM Core Collection Table is a versatile and affordable conference table suitable for various office settings. It features a laminate surface and a sturdy metal frame,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, easy assembly."
Office Furniture,Office Chair,Herman Miller Aeron Chair,I082,CAT016,,,,,,PO839,Karen Fowler,US005,Martinez Inc,SUP056,5/28/2024,6/24/2024,9,208.79,1879.11,CC80,GL15500,USD,John Doe,100000,99106.66,Maintenance,Procurement Manager,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT013,,,,,,PO840,Jason Bishop,US030,Walters-Roberts,SUP053,6/6/2024,7/5/2024,17,167.11,2840.87,CC102,GL17300,USD,Bob Lee,1200000,1180818.73,Production,Procurement Manager,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
